movieId,title,genres,prom_visualizacion,%_view_movie,sum_likes,sum_dislikes
131019,The Intruders (2015),Thriller,5,37,64,19
131021,Filmistaan (2014),(no genres listed),7,44,159,14
131023,That Sugar Film (2014),Documentary,10,18,349,34
131025,The Brass Legend (1956),Action,8,39,139,17
131027,But Forever in My Mind (1999),Comedy|Drama,12,21,272,29
131029,Mara und der Feuerbringer (2015),(no genres listed),8,45,67,10
131031,La liga no es cosa de hombres (1972),(no genres listed),5,18,39,12
131050,Stargate SG-1 Children of the Gods - Final Cut (2009),Adventure|Sci-Fi|Thriller,9,16,158,2
131052,Die Weihnachtsklempner (1986),Comedy,12,47,209,35
131054,Dinotopia: Quest for the Ruby Sunstone (2005),Children|Fantasy|Sci-Fi,11,32,202,28
131056,The Vexxer (2007),Comedy|Crime,12,41,338,30
131058,Santa's Apprentice (2010),Animation|Children,9,17,2,7
131060,Vollidiot (2007),Comedy|Drama,7,34,11,9
131062,20 Years After (2008),Drama|Fantasy|Sci-Fi,7,27,133,9
131064,Growing Up and Other Lies (2014),Comedy,7,20,91,15
131066,Ronal the Barbarian (2011),Adventure|Animation|Fantasy,12,13,274,32
131068,Sex Up Your Life! (2005),Comedy,5,50,103,12
131070,Forgotten (2012),Drama|Mystery|Thriller,5,35,182,4
131072,Jesus liebt mich (2012),Comedy,10,44,229,35
131074,Mount St. Elias (2009),Documentary,5,46,166,17
131076,Süperseks (2004),Comedy,11,25,314,23
131078,Benjamin Blümchen - Seine schönsten Abenteuer (2006),(no genres listed),10,39,221,33
131080,Cinderella III: A Twist in Time (2007),Animation|Children|Fantasy|Musical|Romance,9,39,1,13
131082,Playground (2009),Documentary,7,45,19,18
131084,Hui Buh: The Castle Ghost (2006),Adventure|Comedy|Fantasy,12,13,314,37
131086,The Little Polar Bear: Lars and the Little Tiger (2002),Animation|Children,8,37,24,9
131088,Girls on Top 2 (2004),Comedy,8,21,76,15
131090,Jonas (2012),Comedy,7,46,83,4
131092,"Mickey, Donald, Goofy: The Three Musketeers (2004)",Adventure|Animation|Children|Comedy,11,13,390,24
131094,Rudolph the Red-Nosed Reindeer: The Movie (1998),Animation|Children,7,20,116,19
131096,Russendisko (2012),Comedy,9,41,68,6
131098,Saving Santa (2013),Animation|Children|Comedy,9,43,24,16
131100,Forget me not (2013),Documentary,5,29,169,4
131102,Lucky Luke: The Ballad of the Daltons (1978),Animation|Children|Comedy|Western,7,49,63,11
131104,The Brain (1969),Comedy|Crime,9,29,198,6
131106,Casper's Haunted Christmas (2000),Animation|Children,7,37,23,19
131108,The Fearless Four (1997),(no genres listed),8,20,143,7
131110,A House of Secrets: Exploring 'Dragonwyck' (2008),Documentary,5,20,32,9
131112,Night of the Living Dorks (2004),Comedy|Horror,10,19,250,20
131114,La Planque (2011),Comedy,7,44,43,18
131116,La Première étoile (2009),Comedy,11,49,317,31
131118,Siegfried (2005),Comedy,12,39,384,36
131120,Superstar Goofy (1991),Animation|Children|Comedy,5,26,32,7
131122,Love Exposure (2007),Action|Comedy|Drama|Romance,6,38,154,3
131124,Erkan & Stefan 2 (2002),Comedy,7,12,103,15
131126,Erkan & Stefan 3 (2005),Comedy,12,14,254,34
131128,Flodder 3 (1995),Comedy,7,19,126,15
131130,Tom and Jerry: A Nutcracker Tale (2007),Animation|Comedy,7,28,41,17
131132,Kleines Arschloch - Der Film (1997),Animation|Comedy,8,35,55,17
131134,Manta - Der Film (1991),Comedy,10,21,271,33
131136,Girls on Top (2001),Comedy,7,24,41,2
131138,My Führer (2007),Comedy|Drama|War,8,10,120,3
131140,Stopped on Track (2011),Drama,6,21,125,14
131142,Voll Normaaal (1994),Comedy,12,30,289,39
131144,Werner - Das muss kesseln!!! (1996),Animation|Comedy,6,22,164,8
131146,Werner - Volles Rooäää (1999),Animation|Comedy,9,41,52,2
131148,What A Man (2011),Comedy|Romance,10,34,284,33
131150,7 Dwarves: The Forest Is Not Enough (2006),Comedy,8,49,77,13
131152,The Fat Spy (1966),Comedy,6,12,75,4
131154,"Die Bademeister – Weiber, saufen, Leben retten (1999)",Comedy,6,30,106,16
131156,Ants in the Pants 2 (2002),Comedy,7,43,113,3
131158,"Manta, Manta (1991)",Comedy,5,14,61,8
131160,Oscar and the Lady in Pink (2009),Drama,8,23,144,1
131162,Por un puñado de besos (2014),Drama|Romance,5,45,113,11
131164,Vietnam in HD (2011),War,8,18,62,19
131166,WWII IN HD (2009),Documentary|War,10,49,206,23
131168,Phoenix (2014),Drama,11,25,265,24
131170,Parallels (2015),Sci-Fi|Thriller,9,24,76,14
131172,Closed Curtain (2013),(no genres listed),11,27,362,39
131174,Gentlemen (2014),Drama|Romance|Thriller,5,22,127,1
131176,A Second Chance (2014),Drama,8,43,130,4
131178,The Mystery of Happiness (2014),Comedy|Drama|Romance,6,28,63,0
131180,Dead Rising: Watchtower (2015),Action|Horror|Thriller,6,47,47,2
131182,The Living Corpse (1929),(no genres listed),7,37,131,16
131184,A Distant Trumpet (1964),Western,11,41,314,35
131186,A Dream of Kings (1969),(no genres listed),5,45,192,5
131188,A Man To Remember (1938),Drama|Romance,10,13,376,28
131190,Alienator (1990),Action|Sci-Fi|Thriller,5,36,44,1
131192,App (2013),Thriller,6,32,15,18
131194,Apache Uprising (1965),Western,5,24,170,7
131196,Arrow In The Dust (1954),Western,5,17,129,16
131198,Blueberry Hill,(no genres listed),5,49,171,2
131200,Bodyguard: A New Beginning (2008),Action|Adventure|Drama|Thriller,11,19,254,23
131202,Born Killers (2005),Action|Thriller,9,45,149,13
131204,Born to Race (1988),Action|Thriller,12,34,213,29
131206,Calling Dr. Kildare (1939),Crime|Drama,9,43,89,10
131209,Compound Fracture (2013),(no genres listed),12,38,273,21
131211,Copper Canyon (1950),Action|Western,10,42,378,24
131213,Crazy in Love (1992),Comedy|Drama|Romance,8,39,66,18
131215,Cristo Rey (2014),Drama|Romance,5,42,196,12
131221,Alien Warrior (1986),Action|Crime|Sci-Fi,8,34,5,11
131223,Plague (1979),(no genres listed),10,18,203,37
131225,Pleasure Palace,(no genres listed),10,14,275,38
131229,Diary of a Sinner (1974),Drama,8,35,54,3
131231,Standby (2014),Comedy|Romance,6,25,13,16
131233,New Year's Day (1990),Comedy,8,11,79,10
131237,What Men Talk About (2010),Comedy,6,12,165,5
131239,Three Quarter Moon (2011),Comedy|Drama,9,49,15,16
131241,Ants in the Pants (2000),Comedy|Romance,9,25,30,5
131243,Werner - Gekotzt wird später (2003),Animation|Comedy,7,46,163,0
131246,Across the Moon (1995),Comedy|Drama|Romance,7,23,53,7
131248,Brother Bear 2 (2006),Adventure|Animation|Children|Comedy|Fantasy,7,20,12,4
131250,No More School (2000),Comedy,9,35,70,10
131252,Forklift Driver Klaus: The First Day on the Job (2001),Comedy|Horror,6,34,28,12
131254,Kein Bund für's Leben (2007),Comedy,10,19,288,38
131256,"Feuer, Eis & Dosenbier (2002)",Comedy,6,44,175,11
131258,The Pirates (2014),Adventure,12,33,361,32
131260,Rentun Ruusu (2001),(no genres listed),8,28,28,4
131262,Innocence (2014),Adventure|Fantasy|Horror,8,31,132,5
131264,Women of Valor (1986),War,11,15,214,29
131266,Southside 1-1000 (1950),Crime,10,25,241,32
131268,The Judge Steps Out (1949),Comedy|Drama,6,38,132,15
131270,Kung Fu Jungle (2014),Action|Crime|Thriller,12,12,352,29
131272,Last Flight Out (2004),Action,10,41,355,29
131274,Heat (1986),Action|Drama|Thriller,8,18,187,6
131276,Hotline (1982),(no genres listed),11,22,377,35
131278,Superdome (1978),Crime|Drama,5,19,51,7
131280,Terror on the 40th Floor,(no genres listed),7,33,17,13
131282,Hurricane (1974),Drama,8,50,22,13
131284,The Elevator (1974),Drama|Thriller,7,25,169,12
131286,Heatwave! (1974),Drama,10,26,344,33
131290,Brute Corps (1972),Action|Drama,10,31,213,39
131292,"Private Vices, Public Virtues (1976)",Drama|War,11,36,305,25
131294,The Odd Angry Shot (1979),(no genres listed),5,23,80,19
131296,The Removalists (1975),Drama,11,49,314,26
131300,Breaking Point - Pornografisk Thriller (1975),(no genres listed),6,23,134,11
131305,Deep Space (1988),Horror|Sci-Fi,8,40,26,11
131308,Dollar for the Dead (1998),Western,8,13,155,19
131310,Echoes of a Summer (1976),Drama,5,45,190,11
131316,Five Miles to Midnight (1962),Crime|Drama|Thriller,7,23,121,1
131318,Fort Bowie (1958),Western,10,21,236,39
131320,Fort Yuma (1955),(no genres listed),10,35,267,23
131322,Full Confession (1939),Crime|Drama,8,20,41,1
131324,"Go West, Young Lady (1941)",Comedy|Musical|Western,10,39,230,31
131326,Granny Get Your Gun (1940),Comedy|Western,9,17,125,3
131328,Gunfighters of Abilene (1960),Western,11,17,209,31
131339,I Was an American Spy (1951),Drama|War,10,13,240,20
131341,In God We Tru$t (1980),Comedy,10,32,391,33
131343,Palooka (1934),Action|Comedy,8,37,118,1
131345,Law and Order (1932),Western,11,43,278,31
131347,Law and Order (1969),Documentary,5,13,131,4
131353,Cattle Annie and Little Britches (1981),Western,6,33,82,11
131357,Off the Minnesota Strip (1980),Drama,11,23,228,26
131359,Lost in a Harem (1944),Comedy,11,30,379,31
131361,Somebody Killed Her Husband (1978),(no genres listed),5,48,115,15
131363,Fear on Trial (1975),Drama,11,24,260,39
131365,You'll Like My Mother (1972),(no genres listed),10,42,213,30
131369,My Sweet Charlie (1970),Drama,6,40,36,16
131371,A Covenant with Death (1967),(no genres listed),7,31,154,0
131373,My Blood Runs Cold (1965),Thriller,5,25,95,18
131375,Six Days in Roswell (1998),Documentary,9,26,22,16
131378,Patrick (1978),Horror|Sci-Fi|Thriller,11,26,264,32
131380,Pursuit (1972),Action|Thriller,10,19,301,22
131382,Apache Blood (1975),Western,8,33,52,14
131384,Pursuit (1935),Action|Comedy|Romance,9,31,40,4
131386,Rhubarb (1951),Comedy,6,49,38,13
131389,Sabrina the Teenage Witch (1996),Children|Comedy|Fantasy|Sci-Fi,9,41,122,15
131391,Safe at Home! (1962),(no genres listed),10,38,278,37
131393,Shadowheart (2009),Action|Adventure|Drama|Romance|Western,10,12,399,20
131396,Sol Madrid (1968),Action|Crime,9,30,154,13
131398,Sorority House (1939),Drama|Romance,9,34,141,1
131400,Sorority Girl (1957),Drama,11,30,297,36
131402,Storm at Daybreak (1933),Drama|Romance|War,5,11,124,1
131404,Sweepstakes Winner (1939),Comedy,6,11,54,2
131406,Buckskin (1968),Western,9,26,113,15
131409,The Good Old Boys (1995),Adventure|Western,12,15,349,39
131411,The Great Man Votes (1939),Drama,8,24,3,9
131415,The Honkers (1972),(no genres listed),10,21,379,27
131417,The Kid from Texas (1950),Action|Western,12,12,393,31
131419,The Rig (2010),Action|Horror|Sci-Fi|Thriller,12,50,349,27
131421,The Unknown Cyclist (1998),Drama,9,30,173,0
131425,The Way (2009),Action|Adventure,9,40,90,4
131427,The young Rajah (1922),(no genres listed),6,10,24,10
131429,Thunderhead - Son of Flicka (1945),Children|Drama,9,47,167,17
131431,Dear Murderer (1948),Thriller,11,45,379,24
131433,Confession of Murder (2012),Action|Thriller,11,47,296,39
131437,Moby Dick (2011),Action|Horror|Thriller,8,33,123,13
131439,Kill Me Three Times (2014),Thriller,7,39,142,12
131442,Underwater Dreams (2014),Documentary,10,16,377,31
131444,Rurouni Kenshin: The Legend Ends (2014),Action|Adventure|Drama,12,15,272,20
131446,Rurouni Kenshin: Kyoto Inferno (2014),Action|Adventure|Animation|Drama,8,37,67,18
131448,Walter (2015),Comedy|Drama,6,25,52,8
131451,The Atticus Institute (2015),Horror,12,48,215,33
131453,The Last Will and Testament of Rosalind Leigh (2012),Horror|Thriller,10,13,247,22
131455,A Man Betrayed (1941),Mystery,9,37,194,18
131457,Rise of the Legend (2014),Action|Drama,7,23,184,1
131460,Wild on the Beach (1965),Comedy,9,34,31,14
131462,Thunder at the Border (1966),Adventure|Western,10,25,314,37
131464,Kristy (2014),Horror|Thriller,7,20,198,6
131466,Gangster Payday (2014),Crime|Drama|Romance|Thriller,7,18,82,9
131468,Wyoming Outlaw (1939),(no genres listed),9,19,114,4
131470,The Houses October Built (2014),Horror,6,46,167,15
131472,In Darkness We Fall (2014),Horror,10,35,291,37
131474,Preservation (2014),Horror|Thriller,8,44,44,2
131476,Christmas at Cartwright's (2014),Children|Romance,11,35,380,24
131478,Altar (2014),Horror|Mystery,9,50,49,6
131480,Poker Night (2014),Action|Crime|Thriller,11,14,267,32
131482,Marine Boy (2009),Action|Thriller,11,12,366,25
131484,House of Bones (2010),Horror,8,48,117,10
131486,That Burning Feeling (2014),Comedy|Drama,7,20,126,2
131496,Uzumasa Limelight (2014),Action|Drama,8,35,44,0
131498,Lawrence & Holloman (2014),Comedy,10,12,241,33
131500,The Hagstone Demon (2011),Horror,6,23,29,12
131502,A Wolf at the Door (2013),Drama|Thriller,6,29,76,5
131504,Jellyfish Eyes (2013),Comedy|Fantasy,10,31,374,24
131506,The Ugly Swans (2006),Drama|Mystery|Sci-Fi,8,29,160,7
131508,Moscow (2000),Drama,10,47,265,25
131510,Hollywood Zap (1986),Comedy,12,41,386,27
131512,Treasure (1990),Action|Adventure|Children,12,38,387,24
131514,Ginger Ale Afternoon (1989),Comedy,8,22,177,5
131516,"A Man, a Woman and a Bank (1979)",Action|Comedy|Romance,7,45,28,9
131518,Jennifer on My Mind (1971),Comedy|Drama,6,35,137,0
131522,Atlántida (2014),Drama,10,12,282,26
131524,Natural Sciences (2014),(no genres listed),7,39,17,5
131526,Doin' Time (1985),Comedy,6,29,65,6
131528,Stone Cold Dead (1979),Crime|Thriller,7,43,111,17
131530,Lions (2012),Drama,11,14,242,35
131532,The Wild Ones (2013),Crime|Drama,5,12,27,9
131534,Profit Motive and the Whispering Wind (2007),Documentary,12,35,300,24
131536,The Face (2013),(no genres listed),7,44,44,14
131538,Balnearios (2002),(no genres listed),9,16,100,0
131540,Paganini Horror (1989),Horror,11,49,243,32
131542,The Black Cat (1989),(no genres listed),9,21,136,16
131544,Tunnel Under the World (1969),(no genres listed),7,12,106,3
131546,Hardbodies 2 (1986),Comedy,6,26,119,3
131548,Hardbodies (1984),Comedy,12,14,347,28
131550,My Only Sunshine (2009),Drama,7,26,170,3
131552,Stitches (1985),Comedy,5,48,116,13
131554,Somersault in a Coffin (1996),Children|Drama,8,50,148,11
131556,Inside (2012),(no genres listed),12,42,236,22
131558,Majority (2010),Drama,12,29,381,35
131560,Vavien (2009),(no genres listed),11,25,280,32
131562,Time to Love (1965),Drama|Romance,5,11,144,1
131564,The Angel of Vengeance - The Female Hamlet (1977),Drama,6,18,140,9
131566,Suçlular aramizda (1964),Crime|Drama,5,13,3,5
131568,Room 514 (2012),(no genres listed),9,29,65,2
131570,The Humbling (2015),Comedy|Drama,9,21,49,8
131572,"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet (2011)",War,9,13,90,9
131574,Tomboy (1985),Comedy|Romance,10,29,255,28
131578,Reckless Kelly (1994),Comedy,11,41,283,31
131582,It Takes Two (1988),Comedy|Romance,7,42,177,3
131584,Regarding Susan Sontag (2014),Documentary,6,32,152,6
131586,Terror at the Mall (2014),Documentary,9,36,159,13
131588,Malibu Beach (1978),Comedy,11,27,268,21
131590,Hamburger: The Motion Picture (1986),Comedy,5,47,108,7
131592,Jocks (1986),Comedy,5,12,86,14
131594,Last Resort (1986),Comedy,6,34,10,7
131596,The Maker (1997),Crime|Drama|Thriller,6,22,24,11
131602,14 Going on 30 (1988),(no genres listed),9,34,89,18
131604,Can of Worms (1999),Children|Comedy|Sci-Fi,10,45,333,25
131606,My Boyfriend's Back,(no genres listed),5,26,194,4
131610,Willy/Milly (1986),Comedy|Fantasy,5,44,26,8
131612,An American Summer (1991),Comedy|Drama,8,19,9,2
131614,Desperate Characters (1971),Drama,5,43,182,11
131616,"For Richer, for Poorer (1992)",Comedy,11,45,362,34
131618,London Suite (1996),Comedy,6,40,148,6
131620,Little White Lie (2014),Documentary,11,34,257,26
131622,Beauty and the Beast (1979),Drama|Fantasy|Horror|Romance,8,28,64,6
131624,Apartment Troubles (2014),Comedy|Drama,8,26,134,7
131626,Lily & Kat (2015),Comedy|Drama,9,35,124,12
131628,Loaded (2014),Comedy|Drama,8,20,71,1
131630,Running Hot (1984),Crime|Drama,8,22,50,6
131632,California Hot Wax (1992),(no genres listed),6,46,176,11
131634,Camp Cucamonga (1990),Children|Comedy|Drama,5,21,198,2
131636,Young Love (1987),Comedy|Drama,11,22,341,36
131638,My American Cousin (1985),Drama,11,48,245,22
131640,Quarterback Princess (1983),Drama,5,25,173,16
131642,Wimps (1986),(no genres listed),8,30,24,0
131644,The Great American Girl Robbery (1979),Comedy|Crime,9,32,50,15
131646,Casomai (2002),Comedy|Romance,7,18,74,17
131648,Stud Life (2012),(no genres listed),12,22,270,24
131650,Sherlock Holmes in New York (1976),Thriller,11,44,362,21
131652,Garden of Love (2003),Horror,5,18,127,16
131654,The Village (2010),(no genres listed),9,15,93,11
131656,Shaun the Sheep Movie (2015),Adventure|Animation|Children|Comedy,12,40,253,32
131658,Infinitely Polar Bear (2014),Comedy|Drama|Romance,9,38,137,3
131660,Bastards (2006),Action|Drama|War,11,24,324,32
131662,3:15 (1985),Action|Crime|Thriller,6,43,23,1
131664,Hot Times at Montclair High (1989),Comedy,8,29,28,5
131670,Puberty Blues (1981),Comedy|Drama,12,11,208,25
131672,Computer Beach Party (1987),(no genres listed),7,12,83,1
131674,The Check Is in the Mail... (1986),Comedy,9,43,112,8
131678,Summer Job (1989),(no genres listed),6,35,114,18
131682,P.R.O.F.S (1985),Comedy,11,43,349,32
131684,Poison Ivy (1985),Comedy|Romance,11,47,335,21
131686,An Insignificant Harvey (2011),Drama,8,38,196,6
131688,Girlfriend From Hell (1989),Comedy|Horror,12,15,203,20
131690,The Big Steal (1990),Comedy,9,26,57,17
131694,Homework (1982),Comedy|Drama,7,19,34,18
131696,The Whoopee Boys (1986),Comedy|Romance,8,37,128,8
131698,Up Your Anchor (1985),Comedy,12,19,392,27
131700,Preppies (1984),Comedy,6,36,49,4
131702,Crash Course (1988),(no genres listed),5,26,7,1
131704,The Beach Girls (1982),Comedy,5,26,17,11
131706,Tell Me a Riddle (1980),Drama,10,11,248,27
131708,Goin' All the Way! (1982),(no genres listed),12,39,339,29
131710,The Bermuda Triangle (1996),Thriller,6,40,89,4
131712,Ages of Love (2011),Comedy|Romance,6,39,105,19
131714,Last Knights (2015),Action|Adventure,10,38,358,21
131716,The Viral Factor (2012),Action|Drama,6,26,102,13
131718,Baciami Ancora (2010),Comedy,8,15,35,10
131720,Penny Pinchers (2011),Comedy|Romance,5,50,5,18
131722,Boobs: An American Obsession (2010),Documentary,9,27,113,5
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,7,18,64,3
131726,Matt Shepard Is a Friend of Mine (2015),Documentary,11,18,268,37
131728,Cavegirl (1985),Comedy,11,39,292,23
131730,Streetwalkin' (1985),Drama|Thriller,5,39,58,13
131732,Swim Team (1979),Comedy,5,21,17,7
131736,Screen Test (1985),Comedy,7,11,170,5
131739,Batman vs. Robin (2015),Action|Adventure|Animation,12,27,271,33
131741,American Drive-In (1985),Comedy,5,27,110,4
131743,Liar's Moon (1982),Drama,10,47,297,27
131745,Baby Love (1984),Comedy|Drama,9,24,184,12
131749,Libre et assoupi (2014),Comedy,6,48,38,5
131751,Cheatin' (2013),Animation,8,40,137,5
131753,Cannibal Girls (1973),Comedy|Horror,7,12,198,14
131755,Dream Trap (1990),(no genres listed),10,30,286,33
131757,Student Confidential (1987),Comedy,6,16,44,13
131759,High School U.S.A. (1983),Comedy|Romance,12,43,206,27
131761,Virgin High (1991),Comedy,9,21,80,17
131763,Hot Resort (1985),(no genres listed),10,38,300,33
131765,O Que Há De Novo No Amor? (2012),Drama|Romance,12,50,205,21
131767,Boxers and Ballerinas (2005),(no genres listed),9,37,156,18
131769,Seven Minutes in Heaven (1985),Comedy|Drama|Romance,12,16,399,24
131771,Senior Week (1988),(no genres listed),5,26,3,13
131775,Mr. Civil Rights: Thurgood Marshall and the NAACP (2014),(no genres listed),8,27,77,4
131777,Malibu Hot Summer (1981),(no genres listed),7,36,199,5
131779,Hot Splash (1988),(no genres listed),9,17,102,9
131781,Freeze Frame (1992),Children|Thriller,6,22,70,17
131786,The Invisible Kid (1988),Comedy|Sci-Fi,5,13,59,9
131788,Stewardess School (1986),Action|Comedy,6,14,73,15
131790,Pretty Smart (1987),Comedy|Drama,6,15,148,18
131792,The Big Bet (1985),(no genres listed),10,19,278,37
131794,Monster High (1989),Comedy|Horror|Sci-Fi,11,35,320,28
131796,Woman in Gold (2015),Drama,7,26,32,16
131798,Sole Survivor (1983),Horror,6,12,45,6
131802,Jimmy the Kid (1982),Comedy,8,10,170,5
131806,The Far Side of Jericho (2006),Action|Drama|Western,11,42,324,21
131808,The Postman's White Nights (2014),(no genres listed),7,26,91,9
131810,"Ryaba, My Chicken (1994)",(no genres listed),9,45,95,8
131812,The Seat Filler (2004),Comedy|Romance,12,24,212,33
131816,Crisis Hotline: Veterans Press 1 (2013),Documentary,5,16,197,10
131818,Done The Impossible (2006),Documentary,5,30,28,17
131820,Echoes (2015),Horror,9,20,36,2
131822,Stadtgespräch (1995),Comedy,7,43,97,5
131824,Men... (1985),Comedy,7,49,12,7
131826,Iliza Shlesinger: Freezing Hot (2015),Comedy,7,35,130,5
131828,Doug Benson: Doug Dynasty (2014),Comedy,5,25,147,2
131830,Samba (2014),Comedy|Drama,10,15,373,21
131832,Once Upon A Mattress (2005),Comedy,11,21,360,27
131834,The Sound of Music Live (2013),Children|Drama,11,11,236,24
131836,Bill Bailey: Part Troll (2004),Comedy,6,23,121,3
131838,An Afghan Love Story (2013),(no genres listed),12,35,378,27
131840,Rafferty and the Gold Dust Twins (1975),Comedy,5,37,66,3
131842,Cut Bank (2014),Thriller,5,24,20,0
131844,Les mauvaises têtes (2013),(no genres listed),11,42,298,39
131846,Toutes les Filles sont Folles (2003),(no genres listed),8,47,176,4
131848,Seven Dwarfs (2004),Comedy,5,12,175,11
131850,Killing Jesus (2015),Drama,11,27,238,23
131852,The Mad Genius (1931),Drama|Horror|Romance,12,25,389,26
131854,Water's Edge (2004),Thriller,5,23,116,6
131856,Outing Riley (2004),Comedy,7,21,194,12
131858,Macho Callahan (1970),Western,12,27,229,28
131860,Good-bye Cruel World (1983),Comedy,6,37,34,17
131862,Hollywood Boulevard II (1989),Comedy,12,39,225,20
131864,Hollywood Hot Tubs 2: Educating Crystal (1990),(no genres listed),11,10,220,21
131866,Hollywood Hot Tubs (1984),Comedy,7,38,62,14
131868,Hot Moves (1984),Comedy,5,43,153,11
131870,Nightmare Weekend (1986),Horror|Sci-Fi,6,29,111,18
131872,Dance 'Til Dawn (1988),Children|Comedy,6,16,169,11
131874,Delta Pi (1984),Comedy,12,12,321,32
131876,Rebel High (1987),(no genres listed),6,44,33,1
131878,Party Plane (1991),(no genres listed),8,37,97,1
131880,Slaughter High (1986),Horror,11,47,222,25
131882,Just The Way You Are (1984),Comedy|Romance,5,44,154,1
131884,Old Enough (1984),Drama,9,29,12,11
131888,They're Playing with Fire (1984),Crime|Thriller,7,24,99,16
131890,Senior Trip (1981),Comedy,11,24,324,27
131892,Beach Balls (1988),Comedy,12,27,229,31
131894,Second Time Lucky (1984),Comedy,6,40,177,9
131896,Getting Lucky (1989),Children|Comedy,7,50,99,15
131900,Party Camp (1987),(no genres listed),5,11,125,5
131902,Summertime Blues (1988),Comedy,6,11,28,4
131904,Surf II (1984),Comedy,10,28,326,39
131906,Student Exchange (1987),Children|Comedy|Romance,10,37,304,21
131908,Summer Camp (1979),Comedy,10,32,352,32
131910,Nobody's Perfect (1990),Comedy,12,39,208,29
131912,Gorp (1980),Comedy,10,37,207,38
131914,Dangerous Curves (1989),Comedy,9,20,32,15
131916,Can It Be Love (1992),(no genres listed),9,12,99,0
131920,The Road Within (2014),Comedy|Drama,11,41,286,20
131922,Private Duty Nurses (1971),(no genres listed),5,20,51,1
131924,Hog Wild (1980),Comedy,7,11,81,2
131926,A Matter of Degrees (1990),Comedy,11,16,390,35
131928,Lovelines (1984),Comedy,12,46,351,23
131930,Oddballs (1984),Comedy,6,21,45,8
131932,Modern Girls (1986),Comedy|Romance,5,34,151,14
131934,The Malibu Bikini Shop (1986),Comedy,11,50,220,32
131936,Space Dogs (2010),Animation|Children,11,37,310,39
131938,French Postcards (1979),Comedy,8,30,77,7
131940,Body Waves (1992),Comedy,8,37,157,8
131942,Higher Education (1988),Comedy|Drama|Romance,10,26,259,30
131944,The First Turn-On! (1983),Comedy,6,44,49,13
131946,Virgin Queen of St. Francis High (1987),Comedy|Romance,6,21,168,5
131948,Rush Week (1989),Horror,9,18,104,16
131950,Beach House (1977),Comedy,11,45,378,28
131952,Let's Do It! (1982),(no genres listed),10,35,217,31
131954,Gregory's Two Girls (1999),Comedy,10,35,238,24
131956,Longshot (1981),Comedy|Drama,8,47,46,3
131960,Body Rock (1984),Drama,5,29,105,6
131962,De feu et de glace (2008),(no genres listed),12,49,339,20
131964,Cash McCall (1960),Drama|Romance,12,21,347,37
131966,La 317ème section (1965),War,11,41,347,39
131968,Breaking All the Rules (1985),(no genres listed),8,45,62,5
131970,Gimme an 'F' (1984),Comedy,7,24,77,14
131972,Cemetery High (1989),Action|Horror|Thriller,11,44,232,33
131974,Welcome to 18 (1986),Comedy|Drama,5,25,16,4
131980,"Guten Tag, Ramón (2013)",Drama,8,28,87,16
131982,Off the Wall (1983),Comedy,11,43,220,39
131984,Off the Mark (1987),(no genres listed),6,35,136,1
131986,Getting It On (1983),Comedy,7,48,126,12
131988,California Girls (1985),Comedy|Drama|Romance,8,12,171,9
131990,A nous les Garçons (1985),(no genres listed),11,37,264,24
131994,Teen Vamp (1988),Comedy|Horror,5,41,110,8
131996,Princess Academy (1987),(no genres listed),7,30,29,6
131998,Night School (1981),Horror|Mystery|Thriller,12,21,299,22
132000,One Night Only,Comedy,8,31,114,15
132002,One Dark Night (1983),Horror,12,35,291,25
132004,Rich Girl (1991),Drama,7,10,180,0
132006,Rock and Roll Fantasy (1992),Comedy|Romance,8,45,84,14
132008,"Sarah, Plain and Tall - Winter's End (1999)",Children|Drama,12,12,310,38
132010,Anna and the Wolves (1973),Drama,12,34,315,28
132012,Lemonade Mouth (2011),Children,7,11,113,13
132014,Sex Appeal (1986),Comedy,11,17,339,37
132016,Teen Lust (1979),(no genres listed),6,28,24,3
132018,School Spirit (1985),Comedy,9,33,192,6
132022,Ellie (1984),Comedy,10,15,309,37
132024,Ghost Chase (1987),Children|Fantasy|Sci-Fi,8,38,192,11
132028,Under the Boardwalk (1989),Comedy|Romance,9,25,108,6
132030,The First Time (1983),Comedy,9,47,153,18
132032,The First Time (1982),Drama,8,22,67,17
132034,The Vals (1982),(no genres listed),9,29,144,14
132036,Copperhead (2013),Drama,6,30,174,14
132038,The Border (1980),Action,7,20,27,13
132040,Borderline (1980),Action|Crime|Drama,6,22,101,1
132044,The Clown at Midnight (1999),Horror|Thriller,6,46,196,7
132046,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,6,25,42,3
132048,Dead Girls (2014),Horror,8,20,102,15
132050,Sleeping Dogs (1977),Action|Thriller,10,21,271,24
132052,Crooks and Coronets (1969),Comedy,8,21,1,14
132054,Soap (2006),Comedy|Romance,7,34,169,14
132056,The Forger (2014),Crime|Drama|Thriller,7,37,6,4
132058,Viva la libertà (2013),Drama,11,47,348,33
132060,Electricity (2014),Drama,12,41,333,22
132062,Ballerina (2006),(no genres listed),5,48,142,19
132064,Monsoon Baby (2014),Drama,9,48,87,4
132066,Luton (2013),Drama,9,30,12,7
132068,Far from Men (2014),Drama,8,29,31,2
132070,And the Oscar Goes To... (2014),(no genres listed),11,10,364,21
